post_id,platform,post_type,post_time,caption,hashtags,likes,comments,shares,caption_length,num_hashtags,post_hour,post_day,sentiment_score,user name ,followers
770,Twitter,video,2023-01-04 02:15,Exciting news! 🚀,#Sports,1320,127,44,16,1,2,Wednesday,positive,kkneelld,23127
771,Twitter,text,2023-08-23 18:15,Loving this new vibe! 😍,"#Memes, #Politics",304,98,174,23,2,18,Wednesday,positive,mlutmanle,17059
772,Facebook,video,2023-07-26 07:45,Feeling down today.,#Family,2840,232,350,19,1,7,Wednesday,negative,ahinkensenlf,44457
773,Facebook,text,2023-05-31 00:15,Loving this new vibe! 😍,"#Marketing, #Social, #Family",2432,411,509,23,3,0,Wednesday,positive,hmillottlg,14009
774,Facebook,carousel,2023-11-06 14:00,Here's a quick update.,#Events,3713,332,162,22,1,14,Monday,neutral,mgumbrelllh,30865
775,Twitter,carousel,2023-06-01 23:30,"New post, check it out!","#Politics, #Sports",177,193,184,23,2,23,Thursday,neutral,lbeebyli,33793
776,Instagram,poll,2023-12-26 18:45,Loving this new vibe! 😍,"#Fashion, #Fitness",3452,379,696,23,2,18,Tuesday,positive,sbickerstaffelj,32273
777,Twitter,text,2023-04-28 10:15,"New post, check it out!","#Politics, #News",800,79,101,23,2,10,Friday,neutral,ssandisonlk,42702
778,Twitter,video,2023-10-26 05:30,Amazing experience! 🌟,#News,1586,17,175,21,1,5,Thursday,positive,rsmetounll,47837
779,Instagram,image,2023-03-30 20:00,Loving this new vibe! 😍,"#Tech, #Foodie, #Photography",478,108,304,23,3,20,Thursday,positive,kpenninglm,17959
780,Twitter,image,2023-01-31 10:30,"New post, check it out!",#Tech,1517,17,139,23,1,10,Tuesday,neutral,cdiessln,18845
781,Facebook,text,2023-01-21 04:30,"New post, check it out!","#Family, #Social, #Marketing",742,332,342,23,3,4,Saturday,neutral,callenderlo,6325
782,Facebook,video,2023-08-01 21:45,Feeling down today.,"#Marketing, #Events, #Community",5000,445,971,19,3,21,Tuesday,negative,amaccrannlp,34984
783,Instagram,image,2023-06-19 14:45,Loving this new vibe! 😍,"#Tech, #Foodie, #InstaDaily",4246,315,549,23,3,14,Monday,positive,igarelq,5975
784,Twitter,carousel,2023-08-24 16:45,Not my best day. 😞,"#Memes, #Entertainment",960,27,327,18,2,16,Thursday,negative,itwigginslr,17877
785,Instagram,carousel,2023-01-30 13:30,Just another day.,"#Tech, #InstaDaily",496,500,151,17,2,13,Monday,neutral,belgiels,27299
786,Facebook,poll,2023-09-07 06:30,Just another day.,#Community,47,136,682,17,1,6,Thursday,neutral,ddominiquelt,11294
787,Facebook,poll,2023-12-11 10:00,"New post, check it out!","#Marketing, #Events",1996,215,438,23,2,10,Monday,neutral,afoxcroftlu,48060
788,Instagram,text,2023-04-06 21:30,Loving this new vibe! 😍,#Photography,925,352,502,23,1,21,Thursday,positive,rmackaiglv,30358
789,Facebook,video,2023-08-31 20:15,Not my best day. 😞,"#Social, #Family, #Marketing",2917,454,783,18,3,20,Thursday,negative,mwintourlw,33124
790,Twitter,poll,2023-12-11 21:15,Not my best day. 😞,#Memes,2477,81,184,18,1,21,Monday,negative,ckenratlx,19102
791,Facebook,text,2023-02-07 11:30,Not my best day. 😞,#Family,1016,326,5,18,1,11,Tuesday,negative,ajunkinsonly,11187
792,Instagram,image,2023-01-26 11:00,Not my best day. 😞,"#Photography, #Fitness, #Travel",872,32,492,18,3,11,Thursday,negative,hmattiellilz,40561
793,Instagram,carousel,2023-03-06 08:00,Best day ever! 🎉,#Beauty,948,230,311,16,1,8,Monday,positive,dfranzolinim0,1738
794,Facebook,text,2023-08-11 21:45,Disappointed but moving on.,"#Friends, #Social",448,165,440,27,2,21,Friday,negative,scattelm1,11644
795,Instagram,video,2023-10-05 05:30,Could be better.,"#Tech, #Travel",3586,143,880,16,2,5,Thursday,negative,tberndsenm2,19524
796,Facebook,image,2023-05-06 18:30,Disappointed but moving on.,"#Community, #Family",5000,500,594,27,2,18,Saturday,negative,bvenningsm3,17530
797,Instagram,video,2023-03-18 00:00,Not my best day. 😞,"#Fitness, #Travel",5000,290,533,18,2,0,Saturday,negative,wpakemanm4,44991
798,Instagram,carousel,2023-06-24 02:30,Here's a quick update.,"#Fashion, #InstaDaily",5000,109,29,22,2,2,Saturday,neutral,ahurdwellm5,46347
799,Instagram,text,2023-07-22 06:45,What do you think?,"#InstaDaily, #Beauty",312,55,759,18,2,6,Saturday,neutral,elowriem6,40819
800,Twitter,carousel,2023-11-09 12:00,Loving this new vibe! 😍,"#Politics, #Entertainment, #Trending",3106,74,322,23,3,12,Thursday,positive,pfissendenm7,38549
801,Facebook,carousel,2023-01-02 06:00,Exciting news! 🚀,"#Friends, #Family, #Community",1747,181,175,16,3,6,Monday,positive,rwaterm8,29032
802,Instagram,poll,2023-10-27 11:15,Best day ever! 🎉,#Fashion,724,264,205,16,1,11,Friday,positive,rdobelm9,21306
803,Instagram,poll,2023-01-16 13:00,Loving this new vibe! 😍,#Foodie,1208,349,16,23,1,13,Monday,positive,hdrewma,23477
804,Instagram,image,2023-08-24 19:15,Feeling down today.,"#InstaDaily, #Fitness, #Beauty",3865,234,3,19,3,19,Thursday,negative,sthreadgoldmb,22407
805,Facebook,text,2023-07-04 09:30,Could be better.,"#Marketing, #Family",1990,275,392,16,2,9,Tuesday,negative,soloshkinmc,22060
806,Instagram,poll,2023-07-09 00:30,Exciting news! 🚀,"#Beauty, #InstaDaily, #Fashion",643,87,965,16,3,0,Sunday,positive,tpinchmd,40434
807,Facebook,image,2023-09-08 08:45,Could be better.,#Events,3148,217,587,16,1,8,Friday,negative,amaffeime,38304
808,Instagram,video,2023-04-26 02:15,Here's a quick update.,"#Travel, #Tech",2090,419,714,22,2,2,Wednesday,neutral,dgatleymf,33612
809,Facebook,image,2023-04-19 01:45,Here's a quick update.,"#Community, #Marketing, #Events",3564,455,982,22,3,1,Wednesday,neutral,beglemg,49409
810,Instagram,poll,2023-02-14 16:30,Loving this new vibe! 😍,#Fitness,2269,186,978,23,1,16,Tuesday,positive,bcotthammh,47788
811,Facebook,video,2023-07-19 09:45,What do you think?,"#Marketing, #Events",5000,372,542,18,2,9,Wednesday,neutral,pwelshmi,6430
812,Instagram,video,2023-07-22 10:45,Feeling down today.,"#Travel, #Tech, #Fashion",5000,215,951,19,3,10,Saturday,negative,djohnseemj,3360
813,Twitter,video,2023-10-06 17:15,Amazing experience! 🌟,"#Entertainment, #Sports",1423,138,284,21,2,17,Friday,positive,mgergemk,29127
814,Twitter,image,2023-10-30 17:15,Could be better.,#News,1138,27,108,16,1,17,Monday,negative,pteagueml,32413
815,Twitter,image,2023-08-15 14:00,Exciting news! 🚀,"#Sports, #Politics",2690,219,124,16,2,14,Tuesday,positive,zdeverockmm,17700
816,Twitter,poll,2023-10-27 08:15,Loving this new vibe! 😍,"#Tech, #Memes, #Trending",1835,90,213,23,3,8,Friday,positive,abiancomn,16795
817,Instagram,video,2023-04-14 02:45,Best day ever! 🎉,"#Fashion, #Foodie",4356,296,432,16,2,2,Friday,positive,akingscotemo,17499
818,Twitter,carousel,2023-06-26 07:15,Loving this new vibe! 😍,"#Politics, #Trending, #Sports",331,228,390,23,3,7,Monday,positive,bgentmp,16924
819,Instagram,carousel,2023-02-05 17:00,Loving this new vibe! 😍,#Beauty,867,442,922,23,1,17,Sunday,positive,bvandeveldemq,10358
820,Facebook,image,2023-12-31 20:45,Amazing experience! 🌟,"#Friends, #Events",5000,114,269,21,2,20,Sunday,positive,chavardmr,42827
821,Twitter,carousel,2023-11-01 13:30,Amazing experience! 🌟,#Trending,1618,55,278,21,1,13,Wednesday,positive,broakems,35369
822,Twitter,poll,2023-12-19 03:30,Disappointed but moving on.,"#Memes, #Entertainment",338,59,74,27,2,3,Tuesday,negative,tcowillmt,39410
823,Instagram,carousel,2023-02-10 06:30,Best day ever! 🎉,"#Beauty, #Fashion, #Fitness",240,170,85,16,3,6,Friday,positive,pugolettimu,38515
824,Instagram,image,2023-08-13 04:30,Could be better.,"#Fashion, #Beauty",2859,500,27,16,2,4,Sunday,negative,sspenclaymv,27477
825,Facebook,carousel,2023-04-13 09:15,Loving this new vibe! 😍,"#Family, #Events",4781,346,471,23,2,9,Thursday,positive,kgoronimw,34555
826,Twitter,video,2023-04-05 20:30,Could be better.,"#Memes, #Trending",2977,275,134,16,2,20,Wednesday,negative,cmacguffogmx,14990
827,Twitter,text,2023-03-06 02:45,Not my best day. 😞,"#Sports, #News",1285,92,238,18,2,2,Monday,negative,gthravesmy,46431
828,Twitter,video,2023-06-16 17:45,Best day ever! 🎉,"#Sports, #Trending",2557,147,304,16,2,17,Friday,positive,breefmz,32774
829,Twitter,text,2023-05-23 02:00,Could be better.,"#Tech, #News, #Entertainment",1586,51,199,16,3,2,Tuesday,negative,bwardhawn0,46585
830,Twitter,carousel,2023-07-16 18:45,Loving this new vibe! 😍,"#News, #Memes, #Sports",0,76,34,23,3,18,Sunday,positive,zwinspiren1,16350
831,Instagram,carousel,2023-12-24 00:15,Just another day.,"#Tech, #Travel",3546,500,974,17,2,0,Sunday,neutral,eschirokn2,1104
832,Instagram,video,2023-11-04 02:00,Best day ever! 🎉,"#InstaDaily, #Tech, #Foodie",4851,209,621,16,3,2,Saturday,positive,evolkern3,11394
833,Facebook,text,2023-01-31 04:15,Amazing experience! 🌟,#Marketing,118,278,517,21,1,4,Tuesday,positive,kvearncomben4,49780
834,Twitter,poll,2023-07-07 11:30,Amazing experience! 🌟,"#Trending, #Tech, #Sports",503,206,300,21,3,11,Friday,positive,bdachn5,39877
835,Facebook,image,2023-12-06 01:45,"New post, check it out!","#Social, #Marketing, #Events",4402,297,337,23,3,1,Wednesday,neutral,elacknorn6,12036
836,Instagram,carousel,2023-08-01 00:00,Loving this new vibe! 😍,"#InstaDaily, #Travel",3028,268,15,23,2,0,Tuesday,positive,amingaudn7,13878
837,Facebook,carousel,2023-01-07 10:30,Here's a quick update.,"#Community, #Family, #Social",2718,418,554,22,3,10,Saturday,neutral,dbutterfintn8,36712
838,Twitter,video,2023-04-16 09:15,Here's a quick update.,#Tech,1165,184,52,22,1,9,Sunday,neutral,rerwinn9,4244
839,Twitter,video,2023-05-15 05:45,Disappointed but moving on.,"#News, #Memes",2303,135,247,27,2,5,Monday,negative,cbonnellna,10878
840,Twitter,poll,2023-09-27 09:00,Here's a quick update.,"#Entertainment, #Politics",895,57,357,22,2,9,Wednesday,neutral,mwoodgatenb,28296
841,Instagram,carousel,2023-07-21 15:15,Loving this new vibe! 😍,"#Photography, #InstaDaily, #Fashion",1736,500,965,23,3,15,Friday,positive,adoughertync,3183
842,Instagram,text,2023-11-25 20:15,Feeling down today.,"#Photography, #Fashion, #Tech",3795,31,754,19,3,20,Saturday,negative,rbaldamnd,48697
843,Facebook,text,2023-11-18 06:45,Best day ever! 🎉,"#Social, #Family, #Community",86,445,954,16,3,6,Saturday,positive,fbowkleyne,29849
844,Twitter,carousel,2023-11-16 18:45,Feeling down today.,"#Sports, #Memes",573,94,160,19,2,18,Thursday,negative,sshakespearnf,27595
845,Twitter,video,2023-12-01 20:45,Could be better.,"#Politics, #Tech, #Trending",1869,223,269,16,3,20,Friday,negative,lfutterng,16189
846,Twitter,poll,2023-06-30 17:45,Exciting news! 🚀,"#Politics, #Trending",1369,207,450,16,2,17,Friday,positive,dolyuninnh,40624
847,Facebook,poll,2023-07-05 08:45,Exciting news! 🚀,"#Community, #Social",2158,169,259,16,2,8,Wednesday,positive,pphantni,33053
848,Facebook,poll,2023-09-20 13:30,Could be better.,"#Community, #Family, #Friends",1327,31,458,16,3,13,Wednesday,negative,gcornewnj,1631
849,Instagram,poll,2023-06-17 07:15,Amazing experience! 🌟,#Fitness,2395,334,913,21,1,7,Saturday,positive,sfealeynk,1251
850,Facebook,carousel,2023-03-12 06:30,Just another day.,"#Community, #Family, #Events",5000,500,532,17,3,6,Sunday,neutral,mkrysiaknl,15877
851,Facebook,text,2023-05-25 04:00,"New post, check it out!","#Friends, #Marketing, #Community",639,299,602,23,3,4,Thursday,neutral,bwaisnm,24371
852,Facebook,carousel,2023-11-20 20:15,Disappointed but moving on.,"#Friends, #Events",3830,132,144,27,2,20,Monday,negative,sgoodbarnn,39555
853,Instagram,text,2023-01-03 20:45,"New post, check it out!","#Fitness, #Photography, #Tech",2816,289,104,23,3,20,Tuesday,neutral,abiscono,48572
854,Facebook,video,2023-05-16 20:00,Here's a quick update.,"#Social, #Marketing, #Events",1004,500,304,22,3,20,Tuesday,neutral,bdemcaknp,46385
855,Twitter,image,2023-05-09 16:00,Loving this new vibe! 😍,#Memes,1635,184,500,23,1,16,Tuesday,positive,traitienq,10520
856,Instagram,carousel,2023-05-17 00:00,Feeling down today.,"#Travel, #Fashion",1533,45,532,19,2,0,Wednesday,negative,abaitmannr,39027
857,Facebook,image,2023-12-23 03:30,Amazing experience! 🌟,"#Marketing, #Friends, #Family",5000,500,738,21,3,3,Saturday,positive,hebenezerns,38220
858,Twitter,carousel,2023-09-17 13:30,Best day ever! 🎉,"#Memes, #News",744,28,430,16,2,13,Sunday,positive,ckenwricknt,25359
859,Twitter,poll,2023-02-14 21:15,Amazing experience! 🌟,"#Entertainment, #News, #Memes",163,207,492,21,3,21,Tuesday,positive,fduffellnu,13159
860,Facebook,poll,2023-04-19 05:45,Exciting news! 🚀,"#Marketing, #Family",3026,475,101,16,2,5,Wednesday,positive,sdybaldnv,19366
861,Twitter,text,2023-01-04 17:00,Here's a quick update.,"#Sports, #Entertainment",312,53,36,22,2,17,Wednesday,neutral,pdonnettnw,14367
862,Instagram,image,2023-07-28 15:00,Disappointed but moving on.,#Beauty,2063,365,279,27,1,15,Friday,negative,nwinscomnx,40076
863,Facebook,video,2023-04-20 14:30,Loving this new vibe! 😍,#Community,4149,500,198,23,1,14,Thursday,positive,adannehlny,3187
864,Twitter,image,2023-01-08 13:15,"New post, check it out!","#Politics, #Trending",3202,67,197,23,2,13,Sunday,neutral,akeatsnz,31803
865,Twitter,carousel,2023-02-18 02:45,Exciting news! 🚀,"#Entertainment, #Memes, #Politics",3235,143,120,16,3,2,Saturday,positive,mweedeno0,2686
866,Facebook,poll,2023-01-20 03:45,Best day ever! 🎉,"#Friends, #Marketing, #Community",4798,168,146,16,3,3,Friday,positive,bjoreto1,42181
867,Facebook,video,2023-10-20 03:45,Here's a quick update.,"#Social, #Family, #Marketing",2558,118,852,22,3,3,Friday,neutral,sbillamo2,43582
868,Instagram,poll,2023-11-16 15:00,Not my best day. 😞,#Foodie,554,61,827,18,1,15,Thursday,negative,xtennyo3,33233
869,Instagram,carousel,2023-04-23 18:15,Here's a quick update.,#Fitness,5000,43,872,22,1,18,Sunday,neutral,ablumireo4,46015
870,Twitter,poll,2023-10-23 05:15,Feeling down today.,#Sports,1585,180,291,19,1,5,Monday,negative,lpenmano5,44657
871,Twitter,text,2023-07-11 08:15,Disappointed but moving on.,#Tech,993,139,417,27,1,8,Tuesday,negative,gsidsaffo6,23418
872,Facebook,text,2023-09-10 19:15,Here's a quick update.,#Events,2060,69,167,22,1,19,Sunday,neutral,nmcguinesso7,14802
873,Twitter,video,2023-09-29 17:45,Disappointed but moving on.,#Memes,102,58,364,27,1,17,Friday,negative,hgherardio8,28324
874,Instagram,poll,2023-03-28 08:15,Best day ever! 🎉,"#Travel, #Foodie",1550,151,707,16,2,8,Tuesday,positive,fmaycocko9,35803
875,Facebook,text,2023-06-06 06:15,"New post, check it out!","#Family, #Community, #Friends",1551,334,248,23,3,6,Tuesday,neutral,rmogieoa,38347
876,Instagram,image,2023-08-02 08:30,"New post, check it out!","#Foodie, #Fashion",2065,416,196,23,2,8,Wednesday,neutral,jsammsob,30187
877,Facebook,image,2023-01-04 07:00,What do you think?,"#Social, #Friends",4870,242,883,18,2,7,Wednesday,neutral,rrobertooc,47013
878,Instagram,text,2023-08-18 20:15,Amazing experience! 🌟,#Fashion,2152,421,732,21,1,20,Friday,positive,dorpenod,20444
879,Instagram,poll,2023-08-06 12:00,Feeling down today.,#Foodie,5000,354,728,19,1,12,Sunday,negative,gbohikeoe,23688
880,Instagram,carousel,2023-01-20 23:45,Feeling down today.,"#Tech, #Travel",4805,168,25,19,2,23,Friday,negative,dsmalingof,33116
881,Twitter,image,2023-12-22 03:00,Disappointed but moving on.,#Politics,82,68,213,27,1,3,Friday,negative,ssavaageog,8877
882,Facebook,poll,2023-04-18 08:00,"New post, check it out!",#Family,2147,242,462,23,1,8,Tuesday,neutral,lshutleoh,6592
883,Facebook,carousel,2023-10-10 20:15,Not my best day. 😞,"#Family, #Events",4766,149,410,18,2,20,Tuesday,negative,htarplyoi,16839
884,Instagram,text,2023-10-31 18:00,Loving this new vibe! 😍,"#Fitness, #Tech",712,34,601,23,2,18,Tuesday,positive,sinkpinoj,2330
885,Twitter,text,2023-04-20 02:45,Not my best day. 😞,#News,1059,71,132,18,1,2,Thursday,negative,pvonhindenburgok,35838
886,Twitter,carousel,2023-02-12 01:15,Exciting news! 🚀,"#Politics, #Sports, #Entertainment",756,37,303,16,3,1,Sunday,positive,mbrankleyol,29611
887,Instagram,poll,2023-08-08 21:45,Best day ever! 🎉,"#Fitness, #Travel",3030,377,922,16,2,21,Tuesday,positive,lcowenom,38317
888,Twitter,text,2023-07-06 08:00,Amazing experience! 🌟,"#Tech, #Memes, #Entertainment",1457,112,422,21,3,8,Thursday,positive,wyokelon,6022
889,Instagram,poll,2023-05-12 15:45,Feeling down today.,"#Travel, #Fitness",3334,482,666,19,2,15,Friday,negative,srawlisonoo,36459
890,Instagram,image,2023-03-11 22:45,Here's a quick update.,"#Fashion, #Tech",5000,179,467,22,2,22,Saturday,neutral,gtempletonop,10217
891,Facebook,text,2023-06-02 22:30,"New post, check it out!","#Friends, #Marketing, #Family",3479,34,77,23,3,22,Friday,neutral,cdavsonoq,39567
892,Instagram,carousel,2023-03-23 23:30,Amazing experience! 🌟,"#Fashion, #InstaDaily, #Travel",3568,260,685,21,3,23,Thursday,positive,avarranor,45312
893,Instagram,poll,2023-07-22 14:30,Here's a quick update.,#Fitness,499,366,776,22,1,14,Saturday,neutral,rwastlingos,32076
894,Twitter,image,2023-02-12 10:00,Best day ever! 🎉,#Trending,660,203,258,16,1,10,Sunday,positive,ikenwynot,37322
895,Twitter,text,2023-05-05 06:45,Could be better.,#Sports,965,56,205,16,1,6,Friday,negative,rmaboneou,43300
896,Facebook,poll,2023-12-08 08:45,Amazing experience! 🌟,#Friends,3384,378,507,21,1,8,Friday,positive,amckevanyov,47879
897,Instagram,text,2023-02-16 16:45,Just another day.,"#Beauty, #Travel",1306,100,676,17,2,16,Thursday,neutral,sbeeseyow,5264
898,Instagram,image,2023-05-28 23:45,Just another day.,"#Fashion, #Photography, #Beauty",4088,233,502,17,3,23,Sunday,neutral,aalpineox,10529
899,Facebook,image,2023-12-17 14:30,"New post, check it out!","#Friends, #Family, #Social",3237,306,897,23,3,14,Sunday,neutral,cnairnsoy,30451
900,Instagram,carousel,2023-09-13 15:45,Disappointed but moving on.,#Beauty,2703,168,750,27,1,15,Wednesday,negative,tpopplestonoz,6817
901,Twitter,carousel,2023-06-28 05:15,Not my best day. 😞,#Sports,1216,129,495,18,1,5,Wednesday,negative,punderhillp0,37375
902,Twitter,text,2023-11-08 13:45,Loving this new vibe! 😍,"#Sports, #News",98,137,430,23,2,13,Wednesday,positive,tmegsonp1,28880
903,Facebook,carousel,2023-05-18 07:30,"New post, check it out!","#Family, #Social, #Events",2343,408,55,23,3,7,Thursday,neutral,elacknorp2,5131
904,Twitter,image,2023-07-21 22:45,"New post, check it out!","#Memes, #Tech",2680,119,157,23,2,22,Friday,neutral,lammerp3,29473
905,Facebook,text,2023-09-30 10:45,What do you think?,"#Community, #Friends, #Marketing",526,245,906,18,3,10,Saturday,neutral,zpydcockp4,10801
906,Twitter,carousel,2023-07-20 10:15,Exciting news! 🚀,"#Entertainment, #Memes",775,143,264,16,2,10,Thursday,positive,mglamartp5,10561
907,Facebook,carousel,2023-07-07 07:00,Exciting news! 🚀,"#Friends, #Events",1029,447,621,16,2,7,Friday,positive,vbickstethp6,23684
908,Instagram,video,2023-10-03 01:30,Just another day.,"#InstaDaily, #Tech",322,90,590,17,2,1,Tuesday,neutral,dhowellsp7,9154
909,Facebook,carousel,2023-10-09 19:15,Disappointed but moving on.,"#Social, #Community",1610,75,609,27,2,19,Monday,negative,ahackeltonp8,19455
910,Twitter,poll,2023-02-09 21:45,Just another day.,#Politics,1665,130,335,17,1,21,Thursday,neutral,ghyamp9,24899
911,Twitter,text,2023-02-23 01:00,Just another day.,#Tech,1423,166,380,17,1,1,Thursday,neutral,lmcnyschepa,23854
912,Instagram,carousel,2023-09-08 16:30,Disappointed but moving on.,"#Photography, #Foodie",2543,74,547,27,2,16,Friday,negative,jtarrierpb,14354
913,Facebook,text,2023-01-19 16:30,Disappointed but moving on.,"#Social, #Community, #Events",2835,243,708,27,3,16,Thursday,negative,ntatampc,7142
914,Facebook,text,2023-06-07 11:45,"New post, check it out!","#Marketing, #Family",2957,225,29,23,2,11,Wednesday,neutral,llufkinpd,32117
915,Instagram,carousel,2023-03-14 02:30,What do you think?,"#InstaDaily, #Fitness, #Photography",4752,483,729,18,3,2,Tuesday,neutral,dgillilandpe,2735
916,Instagram,carousel,2023-02-11 16:00,Loving this new vibe! 😍,"#Foodie, #Fashion, #Tech",2631,93,832,23,3,16,Saturday,positive,bprozillopf,21963
917,Facebook,text,2023-08-10 13:45,Could be better.,#Events,679,386,704,16,1,13,Thursday,negative,edunphiepg,43918
918,Facebook,image,2023-02-15 11:30,Disappointed but moving on.,"#Events, #Community",3495,65,438,27,2,11,Wednesday,negative,fdinesph,3712
919,Instagram,image,2023-08-04 21:30,Could be better.,"#Photography, #Travel, #Beauty",2954,176,257,16,3,21,Friday,negative,kquintonpi,10349
920,Twitter,poll,2023-10-08 16:00,Could be better.,"#Memes, #Politics, #Entertainment",1921,248,406,16,3,16,Sunday,negative,apailinpj,1889
921,Facebook,video,2023-03-10 00:00,Just another day.,"#Community, #Friends",1540,353,446,17,2,0,Friday,neutral,itasselpk,47536
922,Facebook,image,2023-09-19 14:45,Not my best day. 😞,"#Social, #Community",2059,75,360,18,2,14,Tuesday,negative,lspringerpl,2556
923,Instagram,video,2023-09-02 09:45,Disappointed but moving on.,"#Photography, #Fitness",2215,130,748,27,2,9,Saturday,negative,cmoorcroftpm,26056
924,Instagram,text,2023-08-29 15:45,Just another day.,"#Beauty, #Fitness, #InstaDaily",3042,62,722,17,3,15,Tuesday,neutral,jdifranceshcipn,29464
925,Instagram,carousel,2023-01-05 16:30,Disappointed but moving on.,"#Fashion, #Fitness, #Beauty",3554,353,614,27,3,16,Thursday,negative,aornelespo,9467
926,Instagram,poll,2023-04-15 01:15,Could be better.,"#InstaDaily, #Photography, #Fashion",4544,484,405,16,3,1,Saturday,negative,ascotchmerpp,41849
927,Facebook,video,2023-11-01 10:00,Could be better.,"#Events, #Marketing",4797,500,232,16,2,10,Wednesday,negative,himlenpq,27028
928,Twitter,text,2023-12-11 14:45,"New post, check it out!","#Trending, #Sports",1945,143,337,23,2,14,Monday,neutral,cdoodpr,34147
929,Instagram,poll,2023-11-10 14:00,Disappointed but moving on.,#InstaDaily,4380,117,247,27,1,14,Friday,negative,mrobesonps,49612
930,Instagram,poll,2023-03-23 04:15,Loving this new vibe! 😍,#Beauty,3992,297,851,23,1,4,Thursday,positive,elucapt,13650
931,Instagram,poll,2023-07-23 02:45,Not my best day. 😞,#Fitness,5000,362,688,18,1,2,Sunday,negative,vstolzpu,3555
932,Facebook,carousel,2023-11-19 03:30,Not my best day. 😞,"#Social, #Events",913,445,279,18,2,3,Sunday,negative,gblenkinpv,41866
933,Facebook,poll,2023-07-18 15:00,Loving this new vibe! 😍,"#Marketing, #Friends, #Events",2488,161,239,23,3,15,Tuesday,positive,fewbankepw,4418
934,Twitter,video,2023-01-18 00:45,Just another day.,"#Memes, #Tech, #Entertainment",1725,42,99,17,3,0,Wednesday,neutral,tthunnercliffpx,6647
935,Facebook,image,2023-01-04 07:15,Just another day.,"#Family, #Community, #Social",3769,135,722,17,3,7,Wednesday,neutral,gkleemanpy,30274
936,Twitter,image,2023-01-30 18:45,Loving this new vibe! 😍,"#Entertainment, #Politics, #Sports",664,176,431,23,3,18,Monday,positive,dspittalpz,34048
937,Facebook,text,2023-02-25 21:45,"New post, check it out!","#Social, #Friends",2292,32,195,23,2,21,Saturday,neutral,rmcgeaghq0,30440
938,Twitter,poll,2023-01-29 02:30,Here's a quick update.,"#Sports, #Memes, #Trending",2460,53,480,22,3,2,Sunday,neutral,ryurovq1,8933
939,Twitter,carousel,2023-01-07 19:45,Exciting news! 🚀,#Entertainment,624,73,200,16,1,19,Saturday,positive,cgadieq2,40310
940,Instagram,text,2023-04-08 04:30,Exciting news! 🚀,"#Tech, #Photography",386,258,537,16,2,4,Saturday,positive,bkemeryq3,38342
941,Instagram,poll,2023-11-15 01:00,Loving this new vibe! 😍,"#Fitness, #Travel, #Fashion",1907,63,149,23,3,1,Wednesday,positive,hchesmanq4,30784
942,Twitter,poll,2023-03-19 06:00,Best day ever! 🎉,"#Trending, #Politics, #Entertainment",513,83,380,16,3,6,Sunday,positive,icastillonq5,30284
943,Facebook,carousel,2023-09-27 13:30,Amazing experience! 🌟,#Marketing,2417,311,667,21,1,13,Wednesday,positive,rbarthramq6,15810
944,Facebook,carousel,2023-12-05 17:00,Exciting news! 🚀,#Friends,4933,216,70,16,1,17,Tuesday,positive,fwoolisq7,4869
945,Twitter,carousel,2023-04-10 18:30,Feeling down today.,"#Tech, #Entertainment",2050,215,336,19,2,18,Monday,negative,cdominiq8,48419
946,Twitter,poll,2023-05-16 04:15,What do you think?,"#Sports, #Entertainment",1564,98,325,18,2,4,Tuesday,neutral,dgleadleq9,7877
947,Instagram,text,2023-04-05 19:45,What do you think?,#InstaDaily,2755,46,537,18,1,19,Wednesday,neutral,ufollandqa,1286
948,Facebook,video,2023-10-25 20:15,What do you think?,"#Social, #Community, #Family",3412,104,946,18,3,20,Wednesday,neutral,ldadsonqb,5235
949,Facebook,carousel,2023-11-07 16:00,Here's a quick update.,"#Family, #Marketing",3563,452,930,22,2,16,Tuesday,neutral,nmemmoryqc,47129
950,Instagram,text,2023-05-12 00:45,What do you think?,"#Tech, #Fashion",482,164,336,18,2,0,Friday,neutral,beadyqd,25836
951,Twitter,carousel,2023-04-20 09:00,Feeling down today.,"#Politics, #News, #Tech",1745,73,147,19,3,9,Thursday,negative,csharkeyqe,21765
952,Twitter,poll,2023-10-09 19:15,What do you think?,#Tech,1279,121,7,18,1,19,Monday,neutral,qtoozeqf,34399
953,Instagram,image,2023-01-04 02:15,Exciting news! 🚀,"#Beauty, #Photography, #InstaDaily",3480,81,154,16,3,2,Wednesday,positive,pmayhowqg,16067
954,Instagram,text,2023-05-12 05:15,Amazing experience! 🌟,#Travel,1920,58,702,21,1,5,Friday,positive,ihallowellqh,16369
955,Instagram,video,2023-12-10 06:00,Just another day.,"#Foodie, #Travel",579,48,54,17,2,6,Sunday,neutral,hdearesqi,5985
956,Twitter,poll,2023-05-12 22:15,Not my best day. 😞,"#Tech, #Memes, #Politics",2445,95,272,18,3,22,Friday,negative,mbaylayqj,17719
957,Facebook,text,2023-01-26 18:00,Not my best day. 😞,"#Social, #Marketing",2688,317,723,18,2,18,Thursday,negative,ojantonqk,22781
958,Instagram,image,2023-11-14 00:00,Best day ever! 🎉,#Beauty,3699,201,922,16,1,0,Tuesday,positive,hdahlbackql,28981
959,Twitter,poll,2023-08-05 11:15,"New post, check it out!",#Sports,3453,80,15,23,1,11,Saturday,neutral,wcamierqm,8785
